rank,player_name,age,gender,club,league,nationality,position,preffered_foot,height_(in cm),weight_(in kg),alt_position,ovr,pac,pac+-,sho,sho+-,pas,pas+-,dri,dri+-,def,def+-,phy,phy+-,image_url
101,Alexander Isak,25,M,Newcastle Utd,Premier League,Sweden,ST,Right,192,77,,85,85,2,84,3,73,1,86,2,39,0,74,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233731.png?padding=0.7
101,N'Golo Kanté,33,M,Al Ittihad,ROSHN Saudi League,France,CDM,Right,168,70,['CM'],85,76,7,65,0,73,0,80,0,85,0,78,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p215914.png?padding=0.7
101,Jules Koundé,26,M,FC Barcelona,LALIGA EA SPORTS,France,RB,Right,180,75,['CB'],85,84,0,45,0,70,2,75,0,86,0,80,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241486.png?padding=0.7
101,Ashley Lawrence,29,F,Chelsea,Barclays WSL,Canada,RB,Right,164,60,,85,84,-2,67,0,82,0,80,0,82,0,77,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227392.png?padding=0.7
101,Eugénie Le Sommer,35,F,OL,Arkema PL,France,ST,Right,161,58,['LW'],85,70,0,85,0,79,0,85,0,43,0,74,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227331.png?padding=0.7
101,Vitinha,24,M,Paris SG,Ligue 1 McDonald's,Portugal,CM,Right,172,64,['CDM'],85,72,3,77,9,84,5,87,2,73,3,68,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255253.png?padding=0.7
101,James Maddison,28,M,Spurs,Premier League,England,CAM,Right,175,73,['RM'],85,71,0,81,0,86,0,86,0,54,0,63,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p220697.png?padding=0.7
101,Riyad Mahrez,33,M,Al Ahli,ROSHN Saudi League,Algeria,RM,Left,179,67,['RW'],85,79,0,81,0,81,0,88,-1,39,1,62,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204485.png?padding=0.7
101,Giorgi Mamardashvili,24,M,Valencia CF,LALIGA EA SPORTS,Georgia,GK,Left,199,88,,85,86,6,83,4,72,-3,85,3,48,0,85,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262621.png?padding=0.7
101,Clara Mateo,26,F,Paris FC,Arkema PL,France,RM,Right,168,60,"['CAM', 'RW']",85,84,2,83,0,80,-1,84,0,59,0,73,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245697.png?padding=0.7
101,Katie McCabe,29,F,Arsenal,Barclays WSL,Republic of Ireland,LB,Left,164,55,"['LW', 'LM']",85,80,0,74,0,80,0,80,0,81,0,82,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265239.png?padding=0.7
101,Mikel Merino,28,M,Arsenal,Premier League,Spain,CM,Left,189,83,['CAM'],85,72,0,79,1,82,0,82,0,83,0,82,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p225193.png?padding=0.7
101,Vivianne Miedema,28,F,Manchester City,Barclays WSL,Holland,ST,Right,178,65,['CAM'],85,82,0,84,-1,70,0,85,-1,32,0,80,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233746.png?padding=0.7
101,Sergej Milinković-Savić,29,M,Al Hilal,ROSHN Saudi League,Serbia,CM,Right,192,95,['CDM'],85,64,-4,80,0,81,-1,82,0,78,-1,88,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p223848.png?padding=0.7
101,Chiamaka Nnadozie,23,F,Paris FC,Arkema PL,Nigeria,GK,Right,180,69,,85,84,0,83,1,80,1,86,0,63,3,84,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246641.png?padding=0.7
101,Loïs Openda,24,M,RB Leipzig,Bundesliga,Belgium,ST,Right,177,75,,85,93,0,84,5,69,1,81,1,31,0,79,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243580.png?padding=0.7
101,Asisat Oshoala,30,F,Bay FC,NWSL,Nigeria,ST,Right,169,60,,85,91,0,84,0,78,0,85,0,50,0,85,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246629.png?padding=0.7
101,Palhinha,29,M,FC Bayern München,Bundesliga,Portugal,CDM,Right,190,83,['CM'],85,52,-10,68,1,72,1,74,-2,85,1,90,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229391.png?padding=0.7
101,Cole Palmer,22,M,Chelsea,Premier League,England,RM,Left,189,74,"['CAM', 'RW']",85,75,1,82,16,83,21,86,16,50,4,66,9,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257534.png?padding=0.7
101,Andrew Robertson,30,M,Liverpool,Premier League,Scotland,LB,Left,178,64,,85,78,-2,61,0,82,0,79,-2,81,0,78,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p216267.png?padding=0.7
101,Alessia Russo,25,F,Arsenal,Barclays WSL,England,ST,Right,173,64,['CAM'],85,82,0,83,1,69,1,84,0,39,0,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p258980.png?padding=0.7
101,Leroy Sané,28,M,FC Bayern München,Bundesliga,Germany,RM,Left,183,80,"['LM', 'RW']",85,90,-1,83,2,80,0,86,1,37,-1,70,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p222492.png?padding=0.7
101,Becky Sauerbrunn,39,F,Portland Thorns,NWSL,United States,CB,Right,170,64,,85,61,0,44,0,61,0,69,0,87,0,83,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226177.png?padding=0.7
101,Nico Schlotterbeck,24,M,Borussia Dortmund,Bundesliga,Germany,CB,Left,191,86,,85,77,-1,59,1,70,3,73,0,85,0,82,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247819.png?padding=0.7
101,Kailen Sheridan,29,F,San Diego Wave,NWSL,Canada,GK,Right,176,72,,85,85,0,82,0,80,0,85,0,41,0,84,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237673.png?padding=0.7
101,John Stones,30,M,Manchester City,Premier League,England,CB,Right,188,76,"['CDM', 'RB']",85,69,-3,58,6,75,0,79,2,85,0,77,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p203574.png?padding=0.7
101,Aurélien Tchouaméni,24,M,Real Madrid,LALIGA EA SPORTS,France,CDM,Right,188,82,"['CM', 'CB']",85,73,0,69,0,79,0,78,0,82,1,82,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241637.png?padding=0.7
101,Diogo Jota,27,M,Liverpool,Premier League,Portugal,ST,Right,178,70,['LW'],85,82,0,82,0,75,0,84,-1,57,0,79,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224458.png?padding=0.7
101,Sandro Tonali,24,M,Newcastle Utd,Premier League,Italy,CDM,Right,181,79,['CM'],85,84,0,74,0,81,0,81,0,82,0,82,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241096.png?padding=0.7
101,Keira Walsh,27,F,FC Barcelona,Liga F,England,CDM,Right,165,64,['CM'],85,64,0,46,0,81,0,79,0,79,0,74,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242830.png?padding=0.7
101,Ollie Watkins,28,M,Aston Villa,Premier League,England,ST,Right,180,70,,85,85,1,83,4,73,5,80,4,50,4,83,8,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p221697.png?padding=0.7
101,Nico Williams,22,M,Athletic Club,LALIGA EA SPORTS,Spain,LM,Right,181,67,"['RM', 'LW']",85,93,0,75,2,78,6,86,3,36,3,65,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256516.png?padding=0.7
101,Leah Williamson,27,F,Arsenal,Barclays WSL,England,CB,Right,170,57,['CDM'],85,74,-1,45,0,73,0,72,0,86,0,76,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246426.png?padding=0.7
148,Francesco Acerbi,36,M,Lombardia FC,Serie A Enilive,Italy,CB,Left,192,88,,84,60,0,50,0,64,0,65,1,86,0,80,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p199845.png?padding=0.7
148,Manuel Akanji,29,M,Manchester City,Premier League,Switzerland,CB,Right,187,91,,84,78,1,48,0,71,1,75,3,85,2,82,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229237.png?padding=0.7
148,Nathan Aké,29,M,Manchester City,Premier League,Holland,CB,Left,180,75,['LB'],84,76,1,53,0,72,0,75,1,84,2,77,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p208920.png?padding=0.7
148,Julián Álvarez,24,M,Atlético de Madrid,LALIGA EA SPORTS,Argentina,ST,Right,170,71,['CAM'],84,85,6,84,3,80,4,85,2,57,2,78,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246191.png?padding=0.7
148,Iago Aspas,37,M,RC Celta,LALIGA EA SPORTS,Spain,ST,Left,176,67,,84,81,0,86,1,79,0,86,0,35,0,65,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p192629.png?padding=0.7
148,Sandy Baltimore,24,F,Chelsea,Barclays WSL,France,RM,Left,156,62,"['CM', 'RW']",84,84,0,72,2,85,0,84,0,64,0,69,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p261733.png?padding=0.7
148,Ann-Katrin Berger,34,F,NJ/NY Gotham,NWSL,Germany,GK,Right,180,63,,84,85,0,84,1,80,0,84,1,45,0,81,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p258310.png?padding=0.7
148,Hannah Blundell,30,F,Manchester Utd,Barclays WSL,England,LB,Right,163,54,['RB'],84,70,-1,54,0,72,0,73,1,85,2,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247797.png?padding=0.7
148,Lisa Boattin,27,F,Juventus,Calcio A Femminile,Italy,LB,Left,160,53,"['LM', 'CB']",84,75,0,66,-2,81,0,81,0,81,0,85,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227096.png?padding=0.7
148,Yassine Bounou,33,M,Al Hilal,ROSHN Saudi League,Morocco,GK,Left,195,78,,84,81,-1,82,-1,77,-2,86,-1,38,0,83,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p209981.png?padding=0.7
148,Kadeisha Buchanan,29,F,Chelsea,Barclays WSL,Canada,CB,Right,170,65,,84,67,0,44,0,58,0,65,0,86,-1,84,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227383.png?padding=0.7
148,Mariona,28,F,Arsenal,Barclays WSL,Spain,LW,Right,166,64,"['ST', 'LM']",84,77,1,84,6,84,4,85,2,57,0,77,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237288.png?padding=0.7
148,Jane Campbell,29,F,Houston Dash,NWSL,United States,GK,Right,175,66,,84,84,0,83,0,85,0,83,0,40,0,85,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p238212.png?padding=0.7
148,Catarina Macario,25,F,Chelsea,Barclays WSL,United States,CAM,Right,165,58,"['ST', 'CM']",84,83,2,82,-1,80,0,87,-2,57,0,72,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262330.png?padding=0.7
148,Arianna Caruso,25,F,Juventus,Calcio A Femminile,Italy,CM,Right,165,55,"['CAM', 'RW']",84,74,0,80,1,82,0,87,0,71,1,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266933.png?padding=0.7
148,Tabitha Chawinga,28,F,OL,Arkema PL,Malawi,ST,Left,172,68,"['LW', 'LM']",84,94,0,81,0,70,0,84,0,36,0,78,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p278219.png?padding=0.7
148,Federico Chiesa,27,M,Liverpool,Premier League,Italy,RW,Right,175,70,"['LW', 'ST', 'RM']",84,93,2,83,1,76,0,86,0,52,-1,75,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235805.png?padding=0.7
148,Kingsley Coman,28,M,FC Bayern München,Bundesliga,France,LM,Right,181,75,"['RM', 'LW']",84,89,0,75,-1,79,0,87,0,30,0,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213345.png?padding=0.7
148,Rúben Neves,27,M,Al Hilal,ROSHN Saudi League,Portugal,CDM,Right,180,83,['CM'],84,57,-3,75,0,86,0,77,0,77,1,77,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224293.png?padding=0.7
148,Sara Däbritz,29,F,OL,Arkema PL,Germany,CM,Left,171,58,['LW'],84,76,0,81,0,84,0,87,1,74,0,72,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227327.png?padding=0.7
148,Linda Dallmann,30,F,FC Bayern München,GPFBL,Germany,RM,Right,158,51,"['CAM', 'LM', 'RW']",84,77,0,78,1,81,2,87,1,46,0,59,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239345.png?padding=0.7
148,Matthijs de Ligt,25,M,Man Utd,Premier League,Holland,CB,Right,189,89,,84,62,-4,61,0,63,-1,67,-1,85,0,83,-3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235243.png?padding=0.7
148,Rodrigo De Paul,30,M,Atlético de Madrid,LALIGA EA SPORTS,Argentina,CM,Right,180,70,['CDM'],84,76,-2,77,0,83,0,82,0,76,1,82,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212616.png?padding=0.7
148,Raphinha,27,M,FC Barcelona,LALIGA EA SPORTS,Brazil,RW,Left,176,68,"['LW', 'RM']",84,91,0,79,0,78,0,86,0,53,0,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233419.png?padding=0.7
148,Luis Díaz,27,M,Liverpool,Premier League,Colombia,LW,Right,180,73,"['RW', 'LM']",84,90,-1,80,-1,75,0,87,0,39,5,75,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241084.png?padding=0.7
148,Federico Dimarco,27,M,Lombardia FC,Serie A Enilive,Italy,LB,Left,174,76,['LM'],84,80,1,77,6,84,4,83,4,78,4,81,10,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226268.png?padding=0.7
148,Sara Doorsoun,33,F,Frankfurt,GPFBL,Germany,CB,Right,170,58,,84,77,1,60,2,74,0,76,0,85,0,83,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p238470.png?padding=0.7
148,Artem Dovbyk,27,M,AS Roma,Serie A Enilive,Ukraine,ST,Left,189,78,,84,84,10,85,18,69,14,79,15,34,6,81,8,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242458.png?padding=0.7
148,Crystal Dunn,32,F,NJ/NY Gotham,NWSL,United States,CM,Right,155,55,"['RM', 'LW']",84,87,0,79,2,83,0,85,0,77,0,80,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226336.png?padding=0.7
148,Ingrid Syrstad Engen,26,F,FC Barcelona,Liga F,Norway,CB,Right,177,67,['CDM'],84,72,9,61,-1,81,3,77,1,86,4,80,7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242896.png?padding=0.7
148,Jeremie Frimpong,23,M,Leverkusen,Bundesliga,Holland,RM,Right,172,65,"['RB', 'RW']",84,93,-1,62,6,75,0,86,2,75,1,69,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253149.png?padding=0.7
148,Aleix García,27,M,Leverkusen,Bundesliga,Spain,CM,Right,173,68,['CDM'],84,67,3,77,3,85,4,84,4,76,5,68,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p228813.png?padding=0.7
148,Manuela Giugliano,27,F,Roma,Calcio A Femminile,Italy,CM,Right,160,51,"['CDM', 'CAM']",84,81,0,80,0,84,0,86,0,72,0,74,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227095.png?padding=0.7
148,Jack Grealish,29,M,Manchester City,Premier League,England,LW,Right,180,81,['LM'],84,76,0,76,0,82,-2,88,0,53,0,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p206517.png?padding=0.7
148,Alex Greenwood,31,F,Manchester City,Barclays WSL,England,CB,Left,167,62,['LB'],84,71,1,65,1,80,1,74,0,85,1,82,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227254.png?padding=0.7
148,Serhou Guirassy,28,M,Borussia Dortmund,Bundesliga,Guinea,ST,Right,187,82,,84,69,4,86,9,71,5,80,4,39,1,79,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p215441.png?padding=0.7
148,Viktor Gyökeres,26,M,Sporting CP,Liga Portugal,Sweden,ST,Right,187,90,['LW'],84,90,10,83,11,67,4,80,4,36,4,91,6,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241651.png?padding=0.7
148,Achraf Hakimi,26,M,Paris SG,Ligue 1 McDonald's,Morocco,RB,Right,181,73,,84,91,-1,76,1,80,0,80,0,75,0,78,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235212.png?padding=0.7
148,Pernille Harder,32,F,FC Bayern München,GPFBL,Denmark,CAM,Right,169,60,"['RM', 'ST']",84,81,0,78,0,81,0,88,1,27,0,77,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259287.png?padding=0.7
148,Yui Hasegawa,27,F,Manchester City,Barclays WSL,Japan,CDM,Right,156,48,"['CM', 'CAM']",84,78,0,71,0,84,2,86,0,79,1,63,11,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245830.png?padding=0.7
148,Lukáš Hrádecký,35,M,Leverkusen,Bundesliga,Finland,GK,Right,192,85,,84,85,2,80,3,69,4,87,1,40,0,82,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p190941.png?padding=0.7
148,Amanda Ilestedt,31,F,Arsenal,Barclays WSL,Sweden,CB,Right,178,65,,84,68,0,46,4,65,0,63,0,87,0,78,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226979.png?padding=0.7
148,Dominique Janssen,29,F,Manchester Utd,Barclays WSL,Holland,CB,Right,174,63,['LB'],84,78,0,59,0,75,0,75,0,83,0,83,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233756.png?padding=0.7
148,Fran Kirby,31,F,Brighton,Barclays WSL,England,CAM,Right,157,52,['RW'],84,86,1,83,0,78,0,88,0,42,0,59,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227255.png?padding=0.7
148,Kalidou Koulibaly,33,M,Al Hilal,ROSHN Saudi League,Senegal,CB,Right,186,93,,84,76,0,48,0,64,1,67,-1,85,1,84,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p201024.png?padding=0.7
148,Amel Majri,31,F,OL,Arkema PL,France,LW,Left,164,54,"['CM', 'LM']",84,78,0,76,1,85,0,88,0,79,-2,74,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227350.png?padding=0.7
148,Sadio Mané,32,M,Al Nassr,ROSHN Saudi League,Senegal,LM,Right,174,69,"['RM', 'ST', 'LW']",84,83,-2,81,-2,78,-1,86,-1,44,0,75,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p208722.png?padding=0.7
148,Lisandro Martínez,26,M,Man Utd,Premier League,Argentina,CB,Left,178,77,,84,71,-2,59,0,78,0,79,0,85,0,81,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239301.png?padding=0.7
148,Griedge Mbock,29,F,Paris SG,Arkema PL,France,CB,Right,172,68,,84,63,0,55,0,66,0,66,1,85,0,83,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227346.png?padding=0.7
148,Diogo Costa,25,M,FC Porto,Liga Portugal,Portugal,GK,Right,192,84,,84,83,3,78,1,82,2,86,0,35,0,83,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234577.png?padding=0.7
148,Ferland Mendy,29,M,Real Madrid,LALIGA EA SPORTS,France,LB,Left,180,73,,84,89,-3,64,0,76,0,76,-1,81,4,85,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p228618.png?padding=0.7
148,Christopher Nkunku,27,M,Chelsea,Premier League,France,CAM,Right,177,68,['ST'],84,81,-1,81,0,81,-2,86,-2,60,-2,67,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232411.png?padding=0.7
148,Dani Olmo,26,M,FC Barcelona,LALIGA EA SPORTS,Spain,CAM,Right,179,72,['CM'],84,73,5,77,1,82,0,87,1,50,0,57,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244260.png?padding=0.7
148,Exequiel Palacios,26,M,Leverkusen,Bundesliga,Argentina,CM,Right,178,69,['CDM'],84,69,5,76,2,79,2,82,3,82,3,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231521.png?padding=0.7
148,Benjamin Pavard,28,M,Lombardia FC,Serie A Enilive,France,CB,Right,186,81,['RB'],84,75,5,67,5,75,2,75,3,86,1,81,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226851.png?padding=0.7
148,Lara Prašnikar,26,F,Frankfurt,GPFBL,Slovenia,ST,Right,171,64,['LW'],84,77,2,84,0,69,0,83,0,44,0,79,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264939.png?padding=0.7
148,Alba Redondo,28,F,Real Madrid CF,Liga F,Spain,ST,Right,169,61,"['LW', 'RW']",84,84,1,85,3,70,0,84,1,26,0,64,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246774.png?padding=0.7
148,Álex Remiro,29,M,Real Sociedad,LALIGA EA SPORTS,Spain,GK,Right,192,79,,84,84,0,79,1,80,0,86,0,42,0,86,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227127.png?padding=0.7
148,Trinity Rodman,22,F,Washington Spirit,NWSL,United States,RM,Right,173,60,"['ST', 'RW']",84,94,0,82,1,78,1,83,0,43,0,83,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266928.png?padding=0.7
148,Cristian Romero,26,M,Spurs,Premier League,Argentina,CB,Right,185,79,,84,68,-2,46,0,59,0,66,0,85,1,81,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232488.png?padding=0.7
148,Marcel Sabitzer,30,M,Borussia Dortmund,Bundesliga,Austria,CM,Right,178,76,"['CAM', 'CDM']",84,76,7,84,3,81,1,82,2,75,3,79,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204923.png?padding=0.7
148,Georgia Stanway,25,F,FC Bayern München,GPFBL,England,CDM,Right,162,58,['CM'],84,80,0,78,-1,80,0,86,1,76,0,75,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243404.png?padding=0.7
148,Ella Toone,25,F,Manchester Utd,Barclays WSL,England,CAM,Right,163,57,['CM'],84,81,0,79,0,78,1,86,1,51,0,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263011.png?padding=0.7
148,Casemiro,32,M,Man Utd,Premier League,Brazil,CDM,Right,185,84,['CM'],84,38,-25,74,-1,77,-2,69,-4,82,-7,82,-6,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p200145.png?padding=0.7
148,Guglielmo Vicario,28,M,Spurs,Premier League,Italy,GK,Right,194,76,,84,84,1,80,-1,79,0,87,2,52,18,84,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240091.png?padding=0.7
148,Marta,38,F,Orlando Pride,NWSL,Brazil,CAM,Left,162,56,"['ST', 'RM']",84,72,0,82,0,85,0,88,0,44,0,74,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226890.png?padding=0.7
148,Glódís Perla Viggósdóttir,29,F,FC Bayern München,GPFBL,Iceland,CB,Right,172,65,,84,73,1,54,0,68,1,61,0,86,0,81,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264886.png?padding=0.7
148,Dušan Vlahović,24,M,Juventus,Serie A Enilive,Serbia,ST,Left,190,75,,84,78,-2,84,-1,69,3,79,0,29,0,83,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246430.png?padding=0.7
148,Kyle Walker,34,M,Manchester City,Premier League,England,RB,Right,183,83,,84,89,-1,64,1,77,0,78,0,79,0,81,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p188377.png?padding=0.7
148,Caroline Weir,29,F,Real Madrid CF,Liga F,Scotland,CAM,Left,173,62,['CM'],84,72,0,83,0,84,0,84,0,73,-1,69,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245879.png?padding=0.7
148,Benjamin White,27,M,Arsenal,Premier League,England,RB,Right,185,77,['CB'],84,73,1,35,5,77,7,78,4,83,1,80,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231936.png?padding=0.7
